년월,시도명,시군구,승용관용,승용자가용,승용영업용,승합관용,승합자가용,승합영업용,화물관용,화물자가용,화물영업용,특수관용,특수자가용,특수영업용
202411 ,서울,양천구,129,127,268,450,131,847,2,964,734,760,145,10
202411 ,서울,영등포구,127,118,610,925,121,662,3,544,182,788,171,12
202411 ,서울,용산구,263,63,620,162,65,45,1,737,77,935,159,4
202411 ,서울,은평구,101,113,921,31,118,53,2,883,743,672,142,9
202411 ,서울,종로구,1,634,39,239,41,175,516,1,410,3,178,337
202411 ,서울,중구,294,40,977,71,43,342,1,740,249,800,170,4
202411 ,서울,중랑구,78,91,753,971,97,802,2,900,568,501,123,11
202412 ,서울,강남구,162,219,170,347,233,679,3,842,559,462,187,13
202412 ,서울,강동구,106,136,733,126,141,965,3,229,629,899,146,11
202412 ,서울,강북구,111,60,294,86,62,491,2,53,717,838,133,6
202412 ,서울,강서구,138,168,464,528,177,130,4,70,1,5,444,162
202412 ,서울,관악구,90,98,650,23,101,763,2,891,347,283,144,8
202412 ,서울,광진구,89,80,86,956,83,131,2,18,326,388,168,8
202412 ,서울,구로구,110,115,193,149,124,452,3,822,566,449,125,13
202412 ,서울,금천구,56,71,715,310,75,81,2,512,446,991,73,10
202412 ,서울,노원구,81,129,273,600,134,954,3,200,752,4,175,9
202412 ,서울,도봉구,92,76,137,581,80,810,2,188,565,801,124,7
202412 ,서울,동대문구,109,84,500,959,87,568,2,476,126,660,127,9
202412 ,서울,동작구,117,94,670,110,95,897,2,125,128,297,134,6
202412 ,서울,마포구,97,101,747,273,106,117,2,429,654,139,171,9
202412 ,서울,서대문구,205,77,391,444,81,40,1,931,403,435,134,5
202412 ,서울,서초구,178,153,948,692,157,818,2,914,651,698,182,10
202412 ,서울,성동구,132,82,22,756,90,910,1,739,963,749,176,8
202412 ,서울,성북구,91,105,298,993,107,382,2,702,1,3,853,142
202412 ,서울,송파구,128,206,771,477,214,376,3,879,1,5,600,158
202412 ,서울,양천구,130,127,244,451,131,825,2,962,733,759,144,10
202412 ,서울,영등포구,125,118,437,929,121,491,3,512,187,762,174,12
202412 ,서울,용산구,261,63,515,160,64,936,1,726,75,926,155,4
202412 ,서울,은평구,101,113,914,50,118,65,2,853,748,647,139,9
202412 ,서울,종로구,1,647,39,254,41,163,508,1,396,3,158,337
202412 ,서울,중구,296,40,747,957,43,0,1,729,251,791,175,4
202412 ,서울,중랑구,78,91,673,10,97,761,2,887,576,496,122,11
202501 ,서울,강남구,159,219,66,177,233,402,3,838,555,454,187,13
202501 ,서울,강동구,107,139,186,133,144,426,3,234,629,904,147,11
202501 ,서울,강북구,111,60,308,91,62,510,2,46,715,829,132,6
202501 ,서울,강서구,138,167,862,491,176,491,4,93,1,5,459,162
202501 ,서울,관악구,90,98,665,21,101,776,2,886,347,277,144,8
202501 ,서울,광진구,89,80,72,940,83,101,2,6,315,365,168,8
202501 ,서울,구로구,111,115,48,104,124,263,3,799,566,427,125,13
202501 ,서울,금천구,57,71,759,66,74,882,2,514,445,992,73,10
202501 ,서울,노원구,81,129,224,603,134,908,3,187,753,992,175,9
202501 ,서울,도봉구,91,76,179,613,80,883,2,182,555,785,124,7
202501 ,서울,동대문구,106,84,656,931,87,693,2,466,125,649,128,9
202501 ,서울,동작구,116,94,580,109,95,805,2,110,128,282,135,6
202501 ,서울,마포구,97,101,695,199,105,991,2,426,650,131,171,9
202501 ,서울,서대문구,205,77,353,440,80,998,1,932,400,433,135,5
202501 ,서울,서초구,172,153,574,673,157,419,2,919,650,700,183,10
202501 ,서울,성동구,131,82,16,41,91,188,1,726,960,733,176,8
202501 ,서울,성북구,92,105,216,985,107,293,2,679,1,3,827,141
202501 ,서울,송파구,128,206,481,482,214,91,3,862,1,5,572,158
202501 ,서울,양천구,130,127,266,675,132,71,2,950,734,748,144,10
202501 ,서울,영등포구,125,118,294,902,121,321,3,486,184,733,174,12
202501 ,서울,용산구,260,63,485,164,64,909,1,715,75,914,154,4
202501 ,서울,은평구,100,114,83,79,118,262,2,837,749,632,139,9
202501 ,서울,종로구,1,695,39,241,41,239,498,1,379,3,128,335
202501 ,서울,중구,299,40,566,867,42,732,1,720,247,779,175,4
202501 ,서울,중랑구,78,91,625,8,97,711,2,872,579,484,121,11
202502 ,서울,강남구,158,218,816,53,233,27,3,810,546,417,187,13
202502 ,서울,강동구,108,141,888,109,147,105,3,240,628,910,147,11
202502 ,서울,강북구,113,60,246,91,62,450,2,28,715,811,132,6
202502 ,서울,강서구,137,167,122,445,175,704,4,60,1,5,423,163
202502 ,서울,관악구,89,98,611,17,101,717,2,863,348,255,144,8
202502 ,서울,광진구,87,79,908,955,82,950,2,3,313,359,166,8
202502 ,서울,구로구,111,114,867,85,124,63,3,759,564,384,126,13
202502 ,서울,금천구,59,71,628,748,74,435,2,484,441,958,73,10
202502 ,서울,노원구,81,129,124,593,134,798,3,166,754,972,176,9
202502 ,서울,도봉구,91,76,120,603,80,814,2,171,560,779,123,7
202502 ,서울,동대문구,106,85,105,929,88,140,2,461,124,643,129,9
202502 ,서울,동작구,116,94,501,157,95,774,2,91,128,262,135,6
202502 ,서울,마포구,98,101,631,124,105,853,2,405,656,116,171,9
202502 ,서울,서대문구,207,77,229,436,80,872,1,930,398,428,134,5
202502 ,서울,서초구,174,153,466,600,157,240,2,887,646,664,183,10
202502 ,서울,성동구,131,81,943,660,90,734,1,702,929,679,178,8
202502 ,서울,성북구,92,104,955,982,107,29,2,661,1,3,805,141
202502 ,서울,송파구,128,206,315,451,213,894,3,845,1,5,556,158
202502 ,서울,양천구,129,127,85,727,131,941,2,911,734,709,144,10
202502 ,서울,영등포구,127,118,217,878,121,222,3,485,183,732,176,12
202502 ,서울,용산구,260,63,519,161,64,940,1,725,77,927,153,4
202502 ,서울,은평구,100,113,994,85,118,179,2,829,748,623,138,9
202502 ,서울,종로구,1,695,39,240,41,286,497,1,367,3,117,336
202502 ,서울,중구,295,40,307,685,42,287,1,719,247,779,175,4
202502 ,서울,중랑구,79,91,434,19,97,532,2,856,579,468,121,11
202503 ,서울,강남구,161,218,815,883,232,859,3,825,542,428,187,13
202503 ,서울,강동구,109,143,209,101,148,419,3,241,625,908,148,11
202503 ,서울,강북구,114,60,135,98,62,347,2,13,715,796,131,6
202503 ,서울,강서구,138,167,182,847,176,167,3,994,1,5,348,164
202503 ,서울,관악구,89,98,521,27,101,637,2,848,347,239,144,8
202503 ,서울,광진구,86,79,975,963,83,24,1,973,313,330,164,8
202503 ,서울,구로구,112,114,810,62,123,984,3,724,566,350,126,13
202503 ,서울,금천구,58,71,509,724,74,291,2,456,437,926,75,10
202503 ,서울,노원구,81,128,944,571,134,596,3,127,751,930,171,9
202503 ,서울,도봉구,92,76,129,575,80,796,2,139,562,749,123,7
202503 ,서울,동대문구,105,85,627,921,88,653,2,439,128,625,131,9
202503 ,서울,동작구,117,94,421,233,95,771,2,73,128,244,136,6
202503 ,서울,마포구,97,101,533,162,105,792,2,386,648,89,172,9
202503 ,서울,서대문구,206,77,177,414,80,797,1,923,397,420,134,5
202503 ,서울,서초구,173,153,392,508,157,73,2,857,648,635,182,10
202503 ,서울,성동구,134,81,954,982,91,70,1,690,931,669,178,8
202503 ,서울,성북구,92,104,827,989,106,908,2,622,1,3,765,143
202503 ,서울,송파구,128,206,204,414,213,746,3,822,1,5,520,158
202503 ,서울,양천구,131,126,938,797,131,866,2,906,734,705,145,10
202503 ,서울,영등포구,129,118,293,871,121,293,3,462,183,709,175,12
202503 ,서울,용산구,258,63,380,141,64,779,1,701,77,904,150,4
202503 ,서울,은평구,100,113,913,76,118,89,2,803,748,597,139,9
202503 ,서울,종로구,1,692,39,241,41,211,479,1,360,3,91,335
202503 ,서울,중구,288,40,199,657,42,144,1,703,248,764,175,4
202503 ,서울,중랑구,80,91,335,34,97,449,2,837,582,452,121,11
202504 ,서울,강남구,161,218,351,948,232,460,3,833,541,434,187,13
202504 ,서울,강동구,109,143,721,83,148,913,3,212,623,876,148,11
202504 ,서울,강북구,114,59,999,93,62,206,1,998,715,781,128,6
202504 ,서울,강서구,137,167,147,660,175,944,3,974,1,5,327,163
202504 ,서울,관악구,89,98,608,33,101,730,2,826,346,216,145,8
202504 ,서울,광진구,87,80,103,944,83,134,1,955,314,313,164,8
202504 ,서울,구로구,111,114,830,47,123,988,3,662,568,290,126,13
202504 ,서울,금천구,57,71,531,710,74,298,2,423,435,891,77,10
202504 ,서울,노원구,81,128,811,569,134,461,3,84,750,885,172,9
202504 ,서울,도봉구,92,76,94,552,80,738,2,131,560,740,123,7
202504 ,서울,동대문구,105,85,773,873,88,751,2,417,128,604,132,9
202504 ,서울,동작구,117,94,398,237,95,752,2,60,128,231,136,6
202504 ,서울,마포구,97,101,419,189,105,705,2,372,653,80,170,9
202504 ,서울,서대문구,207,77,177,410,80,794,1,912,397,409,137,5
202504 ,서울,서초구,204,153,481,371,157,56,2,854,649,633,181,10
202504 ,서울,성동구,134,81,955,683,90,772,1,685,934,667,180,7
202504 ,서울,성북구,92,105,212,0,107,304,2,591,1,3,731,141
202504 ,서울,송파구,128,206,148,477,213,753,3,807,1,5,500,162
202504 ,서울,양천구,129,126,828,807,131,764,2,901,735,700,147,10
202504 ,서울,영등포구,130,118,244,853,121,227,3,424,185,672,175,12
202504 ,서울,용산구,262,63,412,131,64,805,1,689,77,891,150,4
202504 ,서울,은평구,100,113,841,110,118,51,2,775,749,570,138,9
202504 ,서울,종로구,1,693,39,239,41,160,480,1,349,3,83,334
202504 ,서울,중구,288,40,22,607,41,917,1,698,250,759,175,4
202504 ,서울,중랑구,80,91,352,53,97,485,2,819,580,431,123,11
202505 ,서울,강남구,160,218,276,225,232,661,3,818,540,418,187,13
202505 ,서울,강동구,110,144,212,56,149,378,3,196,615,852,148,11
202505 ,서울,강북구,117,59,876,103,62,96,1,986,716,769,129,6
202505 ,서울,강서구,136,167,35,644,175,815,3,930,1,5,292,160
202505 ,서울,관악구,89,98,656,33,101,778,2,793,348,185,146,8
202505 ,서울,광진구,87,80,285,954,83,326,1,951,332,328,164,8
202505 ,서울,구로구,111,114,677,54,123,842,3,644,565,268,126,13
202505 ,서울,금천구,58,71,549,712,74,319,2,402,434,869,78,10
202505 ,서울,노원구,80,128,613,560,134,253,3,47,752,850,171,9
202505 ,서울,도봉구,93,76,17,536,80,646,2,108,563,720,123,7
202505 ,서울,동대문구,108,85,880,773,88,761,2,401,129,590,134,9
202505 ,서울,동작구,117,94,389,234,95,740,2,45,128,216,136,6
202505 ,서울,마포구,97,101,450,211,105,758,2,363,674,92,171,9
202505 ,서울,서대문구,208,77,94,410,80,712,1,902,399,401,136,5
202505 ,서울,서초구,175,153,429,345,156,949,2,817,647,594,181,10
202505 ,서울,성동구,134,82,112,925,90,171,1,688,904,641,180,7
202505 ,서울,성북구,92,105,816,15,107,923,2,590,1,3,733,143
202505 ,서울,송파구,129,206,8,490,213,627,3,805,1,5,488,161
202505 ,서울,양천구,131,126,748,808,131,687,2,870,733,666,145,10
202505 ,서울,영등포구,131,118,172,743,121,46,3,414,190,665,174,12
202505 ,서울,용산구,262,63,457,120,64,839,1,696,77,898,150,4
202505 ,서울,은평구,100,113,746,139,117,985,2,753,755,554,143,9
202505 ,서울,종로구,1,724,39,243,41,143,480,1,328,3,60,334
202505 ,서울,중구,289,39,788,545,41,622,1,696,241,747,177,4
202505 ,서울,중랑구,80,91,225,929,97,234,2,803,585,420,123,11
202506 ,서울,강남구,159,218,784,915,232,858,3,768,531,359,187,13
202506 ,서울,강동구,112,144,566,33,149,711,3,179,617,837,154,11
202506 ,서울,강북구,118,59,869,108,62,95,1,972,716,755,130,6
202506 ,서울,강서구,138,166,951,598,175,687,3,890,1,5,251,159
202506 ,서울,관악구,89,98,725,25,101,839,2,766,350,160,146,8
202506 ,서울,광진구,87,80,395,957,83,439,1,940,333,318,164,8
202506 ,서울,구로구,111,114,680,974,123,765,3,607,560,226,125,13
202506 ,서울,금천구,58,71,470,689,74,217,2,384,433,851,78,10
202506 ,서울,노원구,80,128,457,560,134,97,3,23,751,825,170,9
202506 ,서울,도봉구,92,75,990,527,80,609,2,97,563,709,123,7
202506 ,서울,동대문구,108,86,6,785,88,899,2,382,129,571,136,9
202506 ,서울,동작구,117,94,520,233,95,870,2,38,128,210,136,6
202506 ,서울,마포구,98,101,503,183,105,784,2,347,675,77,171,9
202506 ,서울,서대문구,213,77,90,413,80,716,1,895,400,395,135,5
202506 ,서울,서초구,174,153,368,236,156,778,2,795,654,581,182,10
202506 ,서울,성동구,135,82,117,699,90,951,1,675,940,664,180,7
202506 ,서울,성북구,93,106,227,4,108,324,2,585,1,3,726,146
202506 ,서울,송파구,129,205,979,597,213,705,3,781,1,5,455,160
202506 ,서울,양천구,130,126,770,803,131,703,2,851,734,648,144,10
202506 ,서울,영등포구,130,118,63,761,120,954,3,383,198,641,174,12
202506 ,서울,용산구,262,63,507,119,64,888,1,688,75,888,150,4
202506 ,서울,은평구,100,113,724,147,117,971,2,739,755,539,141,9
202506 ,서울,종로구,1,753,39,242,41,91,481,1,320,3,53,334
202506 ,서울,중구,288,39,646,488,41,422,1,685,243,737,177,4
202506 ,서울,중랑구,80,91,269,905,97,254,2,771,586,389,123,11
202507 ,서울,강남구,159,218,484,640,232,283,3,773,538,373,194,13
202507 ,서울,강동구,111,144,894,22,150,27,3,159,617,818,153,11
202507 ,서울,강북구,118,59,783,108,62,9,1,963,716,746,129,6
202507 ,서울,강서구,138,166,600,576,175,314,3,920,1,5,338,159
202507 ,서울,관악구,89,98,715,39,101,843,2,742,354,141,145,8
202507 ,서울,광진구,87,80,391,978,83,456,1,926,332,302,165,8
202507 ,서울,구로구,112,114,529,807,123,448,3,589,562,211,126,13
202507 ,서울,금천구,58,71,433,685,74,176,2,367,435,836,78,10
202507 ,서울,노원구,81,128,376,567,134,24,3,1,749,801,170,9
202507 ,서울,도봉구,92,75,996,520,80,608,2,86,563,699,123,7
202507 ,서울,동대문구,107,86,561,743,89,411,2,371,128,558,136,9
202507 ,서울,동작구,117,94,303,255,95,675,2,12,127,183,141,6
202507 ,서울,마포구,99,101,265,217,105,581,2,336,622,13,173,9
202507 ,서울,서대문구,212,77,197,413,80,822,1,874,400,373,136,5
202507 ,서울,서초구,224,153,911,87,157,222,2,775,644,548,182,10
202507 ,서울,성동구,135,82,147,586,90,868,1,668,931,649,180,8
202507 ,서울,성북구,93,106,307,6,108,406,2,566,1,3,706,146
202507 ,서울,송파구,129,205,771,634,213,534,3,760,1,5,433,160
202507 ,서울,양천구,130,126,512,830,131,472,2,837,737,637,145,10
202507 ,서울,영등포구,126,118,49,745,120,920,3,361,196,618,170,12
202507 ,서울,용산구,261,63,38,121,64,420,1,652,75,849,150,4
202507 ,서울,은평구,100,113,803,158,118,61,2,733,752,530,136,9
202507 ,서울,종로구,1,709,39,244,41,20,480,1,308,3,39,333
202507 ,서울,중구,288,39,377,424,41,89,1,681,264,756,178,4
202507 ,서울,중랑구,80,91,320,935,97,335,2,748,588,368,123,11
202508 ,서울,강남구,157,218,389,419,231,965,3,767,536,365,194,13
202508 ,서울,강동구,111,145,83,3,150,197,3,152,621,815,153,11
202508 ,서울,강북구,117,59,580,115,61,812,1,956,715,738,128,6
202508 ,서울,강서구,138,166,178,585,174,901,3,921,1,5,340,159
202508 ,서울,관악구,89,98,670,39,101,798,2,735,354,135,145,8
202508 ,서울,광진구,87,80,243,977,83,307,1,916,331,291,166,8
202508 ,서울,구로구,112,114,450,526,123,88,3,573,560,191,127,13
202508 ,서울,금천구,58,71,381,709,74,148,2,349,435,818,78,10
202508 ,서울,노원구,81,128,228,586,133,895,2,982,750,783,171,9
202508 ,서울,도봉구,93,76,17,514,80,624,2,75,565,690,124,7
202508 ,서울,동대문구,108,86,869,740,89,717,2,355,129,543,136,9
202508 ,서울,동작구,118,94,216,256,95,590,2,4,127,175,142,6
202508 ,서울,마포구,104,101,204,178,105,486,2,320,618,992,173,9
202508 ,서울,서대문구,212,77,292,405,80,909,1,869,400,368,135,5
202508 ,서울,서초구,201,154,761,79,158,41,2,775,642,549,182,10
202508 ,서울,성동구,134,82,412,634,91,180,1,641,930,621,179,8
202508 ,서울,성북구,93,106,364,21,108,478,2,553,1,3,692,147
202508 ,서울,송파구,129,205,708,652,213,489,3,743,1,5,421,160
202508 ,서울,양천구,130,126,359,851,131,340,2,828,737,628,145,10
202508 ,서울,영등포구,126,117,750,746,120,622,3,343,198,602,170,12
202508 ,서울,용산구,261,62,997,111,64,369,1,646,74,840,150,4
202508 ,서울,은평구,100,113,762,179,118,41,2,717,748,513,136,9
202508 ,서울,종로구,1,716,38,241,40,935,478,1,308,3,37,334
202508 ,서울,중구,287,39,199,396,40,882,1,681,262,754,179,4
202508 ,서울,중랑구,80,91,317,922,97,319,2,734,589,355,123,11
202509 ,서울,강남구,157,217,945,198,231,300,3,776,537,372,193,13
202509 ,서울,강동구,109,145,166,971,150,246,3,123,620,785,151,11
202509 ,서울,강북구,116,59,460,119,61,695,1,941,716,724,128,6
202509 ,서울,강서구,138,165,541,580,174,259,3,901,1,5,312,160
202509 ,서울,관악구,88,98,631,44,101,763,2,696,353,93,144,8
202509 ,서울,광진구,90,80,183,8,83,281,1,898,327,268,164,8
202509 ,서울,구로구,112,114,418,357,122,887,3,523,559,140,127,13
202509 ,서울,금천구,58,71,474,755,74,287,2,321,435,789,78,10
202509 ,서울,노원구,81,128,177,587,133,845,2,950,716,717,170,9
202509 ,서울,도봉구,93,76,50,505,80,648,2,59,562,671,123,7
202509 ,서울,동대문구,107,86,937,736,89,780,2,334,129,522,136,9
202509 ,서울,동작구,117,94,54,249,95,420,1,993,128,165,142,6
202509 ,서울,마포구,103,101,282,165,105,550,2,301,617,972,175,9
202509 ,서울,서대문구,213,77,344,406,80,963,1,857,403,359,135,5
202509 ,서울,서초구,185,155,300,64,158,549,2,751,638,519,183,10
202509 ,서울,성동구,134,82,548,900,91,582,1,626,929,605,179,8
202509 ,서울,성북구,93,106,450,14,108,557,2,538,1,3,676,144
202509 ,서울,송파구,131,205,746,619,213,496,3,694,1,5,371,161
202509 ,서울,양천구,129,126,203,866,131,198,2,800,736,600,144,10
202509 ,서울,영등포구,126,117,815,737,120,678,3,314,202,576,171,12
202509 ,서울,용산구,262,63,21,111,64,394,1,635,73,827,150,4
202509 ,서울,은평구,100,113,578,180,117,858,2,694,751,494,137,9
202509 ,서울,종로구,1,693,39,242,40,942,433,1,299,2,983,335
202509 ,서울,중구,285,39,429,305,41,19,1,674,298,783,180,4
202509 ,서울,중랑구,79,91,343,958,97,380,2,711,586,329,122,11
202510 ,서울,강남구,157,217,913,898,230,968,3,784,534,377,193,13
202510 ,서울,강동구,108,145,169,946,150,223,3,97,619,758,150,11
202510 ,서울,강북구,114,59,415,124,61,653,1,924,716,709,128,6
202510 ,서울,강서구,136,164,985,538,173,659,3,859,1,5,269,161
202510 ,서울,관악구,88,98,611,36,101,735,2,675,355,74,144,8
202510 ,서울,광진구,89,80,112,4,83,205,1,884,328,255,164,8
202510 ,서울,구로구,111,114,309,536,122,956,3,500,567,125,126,13
202510 ,서울,금천구,59,71,505,751,74,315,2,306,434,773,78,10
202510 ,서울,노원구,81,128,166,566,133,813,2,920,715,686,171,9
202510 ,서울,도봉구,93,75,980,500,80,573,2,52,561,662,124,7
202510 ,서울,동대문구,107,86,924,749,89,780,2,306,128,493,136,9
202510 ,서울,동작구,117,94,31,241,95,389,1,968,127,140,142,6
202510 ,서울,마포구,103,101,236,135,105,474,2,279,615,948,177,9
202510 ,서울,서대문구,215,77,372,423,81,10,1,839,405,343,135,5
202510 ,서울,서초구,181,155,573,83,158,837,2,739,636,504,183,10
202510 ,서울,성동구,134,82,602,660,91,396,1,619,928,596,179,8
202510 ,서울,성북구,93,106,361,12,108,466,2,517,1,3,651,144
202510 ,서울,송파구,131,205,535,635,213,301,3,677,1,5,350,159
202510 ,서울,양천구,129,126,213,879,131,221,2,777,742,583,145,10
202510 ,서울,영등포구,126,117,588,726,120,440,3,298,200,558,170,12
202510 ,서울,용산구,266,62,997,120,64,383,1,621,73,813,150,4
202510 ,서울,은평구,100,113,410,173,117,683,2,678,750,477,138,9
202510 ,서울,종로구,1,689,39,243,40,943,443,1,292,2,986,335
202510 ,서울,중구,287,39,256,266,40,809,1,662,299,804,179,4
202510 ,서울,중랑구,79,91,332,950,97,361,2,689,584,305,123,11
202511 ,서울,강남구,157,218,764,526,231,447,3,755,531,346,193,13
202511 ,서울,강동구,109,145,267,1,150,377,3,78,617,737,151,11
202511 ,서울,강북구,114,59,388,126,61,628,1,906,716,692,127,6
202511 ,서울,강서구,136,165,284,467,173,887,3,853,1,5,255,158
202511 ,서울,관악구,88,98,593,34,101,715,2,651,356,51,144,8
202511 ,서울,광진구,86,80,83,994,83,163,1,869,325,237,165,8
202511 ,서울,구로구,111,114,160,544,122,815,3,466,573,97,126,13
202511 ,서울,금천구,59,71,493,809,74,361,2,281,434,748,78,10
202511 ,서울,노원구,81,128,187,607,133,875,2,915,713,679,171,9
202511 ,서울,도봉구,92,75,974,506,80,572,2,38,559,646,124,7
202511 ,서울,동대문구,110,86,909,740,89,759,2,289,127,476,135,9
202511 ,서울,동작구,118,93,923,246,95,287,1,972,127,144,144,6
202511 ,서울,마포구,98,101,304,83,105,485,2,269,612,937,179,8
202511 ,서울,서대문구,215,77,418,425,81,58,1,826,405,330,135,5
202511 ,서울,서초구,174,155,650,127,158,951,2,733,633,495,185,10
202511 ,서울,성동구,134,82,748,217,91,99,1,629,925,604,178,8
202511 ,서울,성북구,93,106,425,22,108,540,2,503,1,3,638,142
202511 ,서울,송파구,132,205,367,630,213,129,3,644,1,5,321,159
202511 ,서울,양천구,129,126,271,893,131,293,2,761,741,568,146,10
202511 ,서울,영등포구,127,117,654,761,120,542,3,264,199,523,170,12
202511 ,서울,용산구,267,62,928,116,64,311,1,619,73,810,150,4
202511 ,서울,은평구,101,113,294,184,117,579,2,650,750,446,138,9
202511 ,서울,종로구,1,673,39,244,40,941,442,1,285,2,978,334
202511 ,서울,중구,286,39,183,241,40,710,1,655,297,793,176,4
202511 ,서울,중랑구,79,91,403,934,97,416,2,679,582,293,123,11
